Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households,County-equivalent_link
2685,Bland,Virginia,"$18,501","$42,139","$48,906","6,795","2,480","https://en.wikipedia.org/wiki/Bland_County,_Virginia"
2686,Winston,Mississippi,"$18,501","$30,821","$40,589","19,052","7,635","https://en.wikipedia.org/wiki/Winston_County,_Mississippi"
2687,Bethel Census Area,Alaska,"$18,497","$51,689","$53,224","17,356","4,358","https://en.wikipedia.org/wiki/Bethel_Census_Area,_Alaska"
2688,Anderson,Texas,"$18,495","$40,653","$52,077","58,262","16,378","https://en.wikipedia.org/wiki/Anderson_County,_Texas"
2689,Fayette,Alabama,"$18,494","$33,838","$44,034","17,110","6,956","https://en.wikipedia.org/wiki/Fayette_County,_Alabama"
2690,Coosa,Alabama,"$18,493","$37,277","$46,777","11,198","4,506","https://en.wikipedia.org/wiki/Coosa_County,_Alabama"
2691,Tippah,Mississippi,"$18,493","$34,636","$41,358","22,080","8,472","https://en.wikipedia.org/wiki/Tippah_County,_Mississippi"
2692,Union,New Mexico,"$18,472","$38,902","$48,350","4,458","1,606","https://en.wikipedia.org/wiki/Union_County,_New_Mexico"
2693,Lincoln,West Virginia,"$18,458","$35,487","$42,293","21,660","8,416","https://en.wikipedia.org/wiki/Lincoln_County,_West_Virginia"
2694,Benton,Tennessee,"$18,456","$33,033","$39,526","16,398","6,892","https://en.wikipedia.org/wiki/Benton_County,_Tennessee"
2695,Buena Vista City,Virginia,"$18,453","$36,591","$49,429","6,699","2,738","https://en.wikipedia.org/wiki/Buena_Vista,_Virginia"
2696,Reynolds,Missouri,"$18,449","$34,496","$39,632","6,661","2,664","https://en.wikipedia.org/wiki/Reynolds_County,_Missouri"
2697,Knott,Kentucky,"$18,448","$33,889","$43,684","16,217","5,892","https://en.wikipedia.org/wiki/Knott_County,_Kentucky"
2698,Greene,North Carolina,"$18,441","$40,853","$50,781","21,382","7,104","https://en.wikipedia.org/wiki/Greene_County,_North_Carolina"
2699,Suwannee,Florida,"$18,431","$35,698","$43,716","42,865","15,712","https://en.wikipedia.org/wiki/Suwannee_County,_Florida"
2700,Kings,California,"$18,429","$48,133","$50,489","151,806","40,785","https://en.wikipedia.org/wiki/Kings_County,_California"
2701,McNairy,Tennessee,"$18,428","$33,452","$41,545","26,066","9,736","https://en.wikipedia.org/wiki/McNairy_County,_Tennessee"
2702,Attala,Mississippi,"$18,422","$31,641","$41,356","19,383","7,185","https://en.wikipedia.org/wiki/Attala_County,_Mississippi"
2703,Crawford,Missouri,"$18,415","$35,897","$44,985","24,711","9,485","https://en.wikipedia.org/wiki/Crawford_County,_Missouri"
2704,Hyde,North Carolina,"$18,408","$42,279","$42,048","5,771","2,148","https://en.wikipedia.org/wiki/Hyde_County,_North_Carolina"
2705,Hidalgo,New Mexico,"$18,392","$34,080","$37,432","4,834","1,837","https://en.wikipedia.org/wiki/Hidalgo_County,_New_Mexico"
2706,Jackson,Tennessee,"$18,387","$33,386","$42,800","11,527","4,493","https://en.wikipedia.org/wiki/Jackson_County,_Tennessee"
2707,Hickman,Tennessee,"$18,383","$39,581","$47,683","24,428","8,846","https://en.wikipedia.org/wiki/Hickman_County,_Tennessee"
2708,El Paso,Texas,"$18,379","$40,157","$44,619","813,015","255,573","https://en.wikipedia.org/wiki/El_Paso_County,_Texas"
2709,Wyoming County,West Virginia,"$18,377","$34,454","$47,602","23,479","9,101","https://en.wikipedia.org/wiki/Wyoming_County,_West_Virginia"
2710,Putnam,Florida,"$18,377","$32,497","$40,802","73,683","28,047","https://en.wikipedia.org/wiki/Putnam_County,_Florida"
2711,Pike,Arkansas,"$18,377","$32,206","$37,440","11,250","4,325","https://en.wikipedia.org/wiki/Pike_County,_Arkansas"
2712,Gooding,Idaho,"$18,373","$37,050","$45,093","15,278","5,552","https://en.wikipedia.org/wiki/Gooding_County,_Idaho"
2713,Lowndes,Alabama,"$18,368","$26,230","$40,783","11,086","4,212","https://en.wikipedia.org/wiki/Lowndes_County,_Alabama"
2714,Overton,Tennessee,"$18,347","$34,604","$43,587","22,109","8,815","https://en.wikipedia.org/wiki/Overton_County,_Tennessee"
2715,Cherokee,North Carolina,"$18,340","$34,432","$43,178","27,243","10,722","https://en.wikipedia.org/wiki/Cherokee_County,_North_Carolina"
2716,Tishomingo,Mississippi,"$18,338","$32,592","$40,949","19,582","7,643","https://en.wikipedia.org/wiki/Tishomingo_County,_Mississippi"
2717,Polk,Georgia,"$18,336","$39,208","$48,675","41,308","14,645","https://en.wikipedia.org/wiki/Polk_County,_Georgia"
2718,Ottawa,Oklahoma,"$18,331","$36,473","$44,106","32,029","12,134","https://en.wikipedia.org/wiki/Ottawa_County,_Oklahoma"
2719,Carroll,Tennessee,"$18,330","$35,049","$45,351","28,525","11,022","https://en.wikipedia.org/wiki/Carroll_County,_Tennessee"
2720,Seminole,Oklahoma,"$18,321","$33,819","$42,751","25,443","9,327","https://en.wikipedia.org/wiki/Seminole_County,_Oklahoma"
2721,Copiah,Mississippi,"$18,318","$35,421","$45,769","29,204","9,897","https://en.wikipedia.org/wiki/Copiah_County,_Mississippi"
2722,Simpson,Mississippi,"$18,314","$38,362","$44,651","27,439","9,786","https://en.wikipedia.org/wiki/Simpson_County,_Mississippi"
2723,Levy,Florida,"$18,304","$34,348","$41,278","40,289","15,582","https://en.wikipedia.org/wiki/Levy_County,_Florida"
2724,Clay,Mississippi,"$18,273","$30,764","$39,169","20,539","7,750","https://en.wikipedia.org/wiki/Clay_County,_Mississippi"
2725,Hughes,Oklahoma,"$18,268","$34,619","$44,973","13,838","4,920","https://en.wikipedia.org/wiki/Hughes_County,_Oklahoma"
2726,Menard,Texas,"$18,253","$31,215","$41,250","2,213",871,"https://en.wikipedia.org/wiki/Menard_County,_Texas"
2727,Carter,Missouri,"$18,245","$30,962","$40,597","6,260","2,426","https://en.wikipedia.org/wiki/Carter_County,_Missouri"
2728,Cherokee,South Carolina,"$18,240","$34,202","$43,439","55,587","20,762","https://en.wikipedia.org/wiki/Cherokee_County,_South_Carolina"
2729,Adams,Ohio,"$18,235","$35,678","$43,771","28,406","10,816","https://en.wikipedia.org/wiki/Adams_County,_Ohio"
2730,Franklin,Georgia,"$18,234","$34,830","$45,934","21,998","8,618","https://en.wikipedia.org/wiki/Franklin_County,_Georgia"
2731,Perry,Kentucky,"$18,224","$33,528","$40,814","28,488","10,801","https://en.wikipedia.org/wiki/Perry_County,_Kentucky"
2732,Dickenson,Virginia,"$18,215","$33,318","$41,314","15,749","6,352","https://en.wikipedia.org/wiki/Dickenson_County,_Virginia"
2733,Irwin,Georgia,"$18,207","$40,771","$50,125","9,571","3,277","https://en.wikipedia.org/wiki/Irwin_County,_Georgia"
2734,White,Tennessee,"$18,205","$34,474","$42,357","25,986","9,729","https://en.wikipedia.org/wiki/White_County,_Tennessee"
2735,Pershing,Nevada,"$18,203","$52,101","$56,250","6,752","2,091","https://en.wikipedia.org/wiki/Pershing_County,_Nevada"
2736,Marion,Arkansas,"$18,188","$34,494","$42,333","16,605","7,036","https://en.wikipedia.org/wiki/Marion_County,_Arkansas"
2737,Crisp,Georgia,"$18,185","$35,240","$42,934","23,521","8,832","https://en.wikipedia.org/wiki/Crisp_County,_Georgia"
2738,Pike,Mississippi,"$18,183","$34,841","$41,288","40,269","14,614","https://en.wikipedia.org/wiki/Pike_County,_Mississippi"
2739,Merced,California,"$18,177","$42,591","$47,456","258,707","75,409","https://en.wikipedia.org/wiki/Merced_County,_California"
2740,Bronx,New York,"$18,171","$34,388","$38,843","1,397,315","474,842",https://en.wikipedia.org/wiki/The_Bronx
2741,Monroe,Mississippi,"$18,167","$36,308","$45,361","36,652","13,960","https://en.wikipedia.org/wiki/Monroe_County,_Mississippi"
2742,Benson,North Dakota,"$18,162","$36,491","$40,821","6,721","2,291","https://en.wikipedia.org/wiki/Benson_County,_North_Dakota"
2743,Schuyler,Missouri,"$18,160","$34,688","$45,269","4,397","1,773","https://en.wikipedia.org/wiki/Schuyler_County,_Missouri"
2744,Dallas,Missouri,"$18,155","$40,120","$44,382","16,733","6,443","https://en.wikipedia.org/wiki/Dallas_County,_Missouri"
2745,DeKalb,Alabama,"$18,149","$37,851","$45,213","71,076","24,923","https://en.wikipedia.org/wiki/DeKalb_County,_Alabama"
2746,Clare,Michigan,"$18,148","$32,668","$40,297","30,823","13,215","https://en.wikipedia.org/wiki/Clare_County,_Michigan"
2747,Le Flore,Oklahoma,"$18,141","$36,542","$44,408","50,062","18,412","https://en.wikipedia.org/wiki/Le_Flore_County,_Oklahoma"
2748,Prairie,Arkansas,"$18,137","$34,855","$43,408","8,573","3,737","https://en.wikipedia.org/wiki/Prairie_County,_Arkansas"
2749,Butler,Kentucky,"$18,136","$35,430","$45,314","12,746","5,124","https://en.wikipedia.org/wiki/Butler_County,_Kentucky"
2750,Abbeville,South Carolina,"$18,134","$35,947","$47,211","25,233","9,809","https://en.wikipedia.org/wiki/Abbeville_County,_South_Carolina"
2751,Sequoyah,Oklahoma,"$18,131","$35,742","$42,828","41,834","15,624","https://en.wikipedia.org/wiki/Sequoyah_County,_Oklahoma"
2752,Marion,Mississippi,"$18,126","$29,400","$38,941","26,674","9,985","https://en.wikipedia.org/wiki/Marion_County,_Mississippi"
2753,Dodge,Georgia,"$18,114","$37,292","$50,116","21,502","8,186","https://en.wikipedia.org/wiki/Dodge_County,_Georgia"
2754,Juab,Utah,"$18,108","$55,247","$57,207","10,300","3,016","https://en.wikipedia.org/wiki/Juab_County,_Utah"
2755,Itawamba,Mississippi,"$18,106","$36,073","$45,142","23,366","8,859","https://en.wikipedia.org/wiki/Itawamba_County,_Mississippi"
2756,Socorro,New Mexico,"$18,104","$34,036","$44,076","17,756","5,329","https://en.wikipedia.org/wiki/Socorro_County,_New_Mexico"
2757,Breckinridge,Kentucky,"$18,101","$38,907","$46,870","20,059","7,213","https://en.wikipedia.org/wiki/Breckinridge_County,_Kentucky"
2758,Vinton,Ohio,"$18,101","$36,705","$41,674","13,365","5,191","https://en.wikipedia.org/wiki/Vinton_County,_Ohio"
2759,Osceola,Michigan,"$18,099","$37,788","$45,839","23,404","8,987","https://en.wikipedia.org/wiki/Osceola_County,_Michigan"
2760,Chester,South Carolina,"$18,098","$33,103","$42,089","32,879","12,368","https://en.wikipedia.org/wiki/Chester_County,_South_Carolina"
2761,Randolph,Georgia,"$18,094","$30,023","$35,914","7,498","3,020","https://en.wikipedia.org/wiki/Randolph_County,_Georgia"
2762,Nodaway,Missouri,"$18,079","$36,641","$56,449","23,347","8,599","https://en.wikipedia.org/wiki/Nodaway_County,_Missouri"
2763,Jasper,Mississippi,"$18,075","$31,170","$37,218","16,827","7,015","https://en.wikipedia.org/wiki/Jasper_County,_Mississippi"
2764,Panola,Mississippi,"$18,073","$35,715","$41,849","34,558","11,928","https://en.wikipedia.org/wiki/Panola_County,_Mississippi"
2765,Clarke,Mississippi,"$18,066","$31,362","$41,518","16,614","6,305","https://en.wikipedia.org/wiki/Clarke_County,_Mississippi"
2766,Decatur,Georgia,"$18,059","$30,619","$42,523","27,676","10,525","https://en.wikipedia.org/wiki/Decatur_County,_Georgia"
2767,Oscoda,Michigan,"$18,057","$33,239","$40,517","8,590","3,781","https://en.wikipedia.org/wiki/Oscoda_County,_Michigan"
2768,Calhoun,West Virginia,"$18,053","$31,679","$41,920","7,603","3,141","https://en.wikipedia.org/wiki/Calhoun_County,_West_Virginia"
2769,Izard,Arkansas,"$18,040","$30,661","$39,717","13,560","5,682","https://en.wikipedia.org/wiki/Izard_County,_Arkansas"
2770,Tillman,Oklahoma,"$18,035","$36,354","$45,487","7,898","3,013","https://en.wikipedia.org/wiki/Tillman_County,_Oklahoma"
2771,Evangeline,Louisiana,"$18,023","$31,832","$41,022","33,793","11,967","https://en.wikipedia.org/wiki/Evangeline_Parish,_Louisiana"
2772,San Saba,Texas,"$18,009","$37,743","$45,678","6,050","2,035","https://en.wikipedia.org/wiki/San_Saba_County,_Texas"
2773,Avoyelles,Louisiana,"$18,006","$33,942","$40,311","41,765","15,332","https://en.wikipedia.org/wiki/Avoyelles_Parish,_Louisiana"
2774,Hale,Texas,"$18,004","$41,191","$45,971","36,150","11,624","https://en.wikipedia.org/wiki/Hale_County,_Texas"
2775,Dunklin,Missouri,"$17,990","$31,304","$38,503","31,916","12,882","https://en.wikipedia.org/wiki/Dunklin_County,_Missouri"
2776,Glascock,Georgia,"$17,984","$37,760","$49,279","3,094","1,189","https://en.wikipedia.org/wiki/Glascock_County,_Georgia"
2777,Green,Kentucky,"$17,984","$34,406","$44,338","11,252","4,495","https://en.wikipedia.org/wiki/Green_County,_Kentucky"
2778,West Carroll,Louisiana,"$17,980","$33,848","$44,018","11,540","4,130","https://en.wikipedia.org/wiki/West_Carroll_Parish,_Louisiana"
2779,Marshall,Mississippi,"$17,978","$36,022","$41,319","36,823","13,050","https://en.wikipedia.org/wiki/Marshall_County,_Mississippi"
2780,Upson,Georgia,"$17,978","$35,329","$43,590","26,918","10,341","https://en.wikipedia.org/wiki/Upson_County,_Georgia"
2781,Caswell,North Carolina,"$17,975","$35,315","$45,925","23,462","8,813","https://en.wikipedia.org/wiki/Caswell_County,_North_Carolina"
2782,Candler,Georgia,"$17,974","$35,070","$42,466","11,045","3,861","https://en.wikipedia.org/wiki/Candler_County,_Georgia"
2783,Greer,Oklahoma,"$17,969","$39,900","$48,694","6,178","2,246","https://en.wikipedia.org/wiki/Greer_County,_Oklahoma"
2784,Lawrence,Kentucky,"$17,960","$33,525","$42,182","15,877","5,823","https://en.wikipedia.org/wiki/Lawrence_County,_Kentucky"
2785,Clark,Arkansas,"$17,960","$32,721","$48,735","22,912","8,341","https://en.wikipedia.org/wiki/Clark_County,_Arkansas"
2786,Twiggs,Georgia,"$17,952","$31,234","$35,901","8,808","3,056","https://en.wikipedia.org/wiki/Twiggs_County,_Georgia"
2787,Clayton,Georgia,"$17,950","$40,606","$45,355","262,455","86,274","https://en.wikipedia.org/wiki/Clayton_County,_Georgia"
2788,Halifax,North Carolina,"$17,937","$32,329","$42,607","54,251","21,550","https://en.wikipedia.org/wiki/Halifax_County,_North_Carolina"
2789,Webster,West Virginia,"$17,937","$27,645","$34,786","9,073","3,928","https://en.wikipedia.org/wiki/Webster_County,_West_Virginia"
2790,Quay,New Mexico,"$17,936","$30,802","$41,304","8,890","3,476","https://en.wikipedia.org/wiki/Quay_County,_New_Mexico"
2791,Morgan,Missouri,"$17,935","$34,797","$45,048","20,392","8,164","https://en.wikipedia.org/wiki/Morgan_County,_Missouri"
2792,Grainger,Tennessee,"$17,933","$32,364","$41,071","22,653","9,003","https://en.wikipedia.org/wiki/Grainger_County,_Tennessee"
2793,Real,Texas,"$17,931","$33,885","$38,438","3,348","1,127","https://en.wikipedia.org/wiki/Real_County,_Texas"
2794,San Miguel,New Mexico,"$17,926","$28,275","$40,284","29,093","11,435","https://en.wikipedia.org/wiki/San_Miguel_County,_New_Mexico"
2795,McDuffie,Georgia,"$17,922","$37,487","$44,510","21,697","8,143","https://en.wikipedia.org/wiki/McDuffie_County,_Georgia"
2796,Northampton,North Carolina,"$17,919","$31,433","$37,249","21,645","8,604","https://en.wikipedia.org/wiki/Northampton_County,_North_Carolina"
2797,Vance,North Carolina,"$17,905","$34,987","$41,930","45,120","16,640","https://en.wikipedia.org/wiki/Vance_County,_North_Carolina"
2798,Tulare,California,"$17,894","$42,708","$45,500","446,644","131,642","https://en.wikipedia.org/wiki/Tulare_County,_California"
2799,Letcher,Kentucky,"$17,886","$31,200","$44,104","24,202","9,366","https://en.wikipedia.org/wiki/Letcher_County,_Kentucky"
2800,Newton,Arkansas,"$17,884","$30,038","$37,243","8,211","3,507","https://en.wikipedia.org/wiki/Newton_County,_Arkansas"
2801,Warren,Georgia,"$17,884","$27,796","$34,030","5,706","2,208","https://en.wikipedia.org/wiki/Warren_County,_Georgia"
2802,Swisher,Texas,"$17,880","$36,753","$45,110","7,807","2,604","https://en.wikipedia.org/wiki/Swisher_County,_Texas"
2803,Sumter,Georgia,"$17,879","$33,796","$43,138","32,099","11,493","https://en.wikipedia.org/wiki/Sumter_County,_Georgia"
2804,Barbour,West Virginia,"$17,876","$37,327","$44,395","16,655","6,099","https://en.wikipedia.org/wiki/Barbour_County,_West_Virginia"
2805,Gilmer,West Virginia,"$17,870","$38,442","$49,852","8,678","2,590","https://en.wikipedia.org/wiki/Gilmer_County,_West_Virginia"
2806,Texas County,Missouri,"$17,868","$36,082","$45,212","25,830","9,370","https://en.wikipedia.org/wiki/Texas_County,_Missouri"
2807,Val Verde,Texas,"$17,867","$40,450","$45,452","48,730","15,082","https://en.wikipedia.org/wiki/Val_Verde_County,_Texas"
2808,Hertford,North Carolina,"$17,863","$33,406","$41,713","24,516","8,624","https://en.wikipedia.org/wiki/Hertford_County,_North_Carolina"
2809,Caddo,Oklahoma,"$17,858","$39,267","$48,238","29,605","10,230","https://en.wikipedia.org/wiki/Caddo_County,_Oklahoma"
2810,Madera,California,"$17,847","$45,625","$50,772","151,435","42,516","https://en.wikipedia.org/wiki/Madera_County,_California"
2811,Todd,Kentucky,"$17,846","$41,541","$51,241","12,505","4,574","https://en.wikipedia.org/wiki/Todd_County,_Kentucky"
2812,Ritchie,West Virginia,"$17,843","$35,769","$45,615","10,303","4,032","https://en.wikipedia.org/wiki/Ritchie_County,_West_Virginia"
2813,Atoka,Oklahoma,"$17,842","$37,012","$41,653","14,070","5,303","https://en.wikipedia.org/wiki/Atoka_County,_Oklahoma"
2814,Iron,Utah,"$17,839","$42,369","$49,829","46,435","15,435","https://en.wikipedia.org/wiki/Iron_County,_Utah"
2815,Clinch,Georgia,"$17,815","$30,345","$42,792","6,766","2,586","https://en.wikipedia.org/wiki/Clinch_County,_Georgia"
2816,Sanpete,Utah,"$17,811","$48,369","$58,486","27,930","7,781","https://en.wikipedia.org/wiki/Sanpete_County,_Utah"
2817,Cassia,Idaho,"$17,801","$42,039","$51,608","23,054","7,653","https://en.wikipedia.org/wiki/Cassia_County,_Idaho"
2818,Okeechobee,Florida,"$17,787","$34,570","$43,119","39,642","12,999","https://en.wikipedia.org/wiki/Okeechobee_County,_Florida"
2819,Pulaski,Georgia,"$17,781","$41,550","$48,257","11,775","4,034","https://en.wikipedia.org/wiki/Pulaski_County,_Georgia"
2820,Calhoun,Arkansas,"$17,763","$30,980","$44,638","5,319","2,046","https://en.wikipedia.org/wiki/Calhoun_County,_Arkansas"
2821,Canyon,Idaho,"$17,755","$42,105","$47,302","192,153","63,442","https://en.wikipedia.org/wiki/Canyon_County,_Idaho"
2822,Franklin,Louisiana,"$17,752","$31,214","$40,147","20,699","7,704","https://en.wikipedia.org/wiki/Franklin_Parish,_Louisiana"
2823,Sierra,New Mexico,"$17,752","$27,430","$40,786","11,898","4,350","https://en.wikipedia.org/wiki/Sierra_County,_New_Mexico"
2824,Lewis,Tennessee,"$17,751","$34,397","$42,415","12,049","4,750","https://en.wikipedia.org/wiki/Lewis_County,_Tennessee"
2825,Bradford,Florida,"$17,749","$40,259","$49,562","27,981","8,857","https://en.wikipedia.org/wiki/Bradford_County,_Florida"
2826,Morgan,Tennessee,"$17,747","$37,631","$45,434","21,964","7,455","https://en.wikipedia.org/wiki/Morgan_County,_Tennessee"
2827,Choctaw,Oklahoma,"$17,739","$30,201","$42,011","15,167","6,043","https://en.wikipedia.org/wiki/Choctaw_County,_Oklahoma"
2828,Washington Parish,Louisiana,"$17,735","$31,778","$41,963","46,935","17,599","https://en.wikipedia.org/wiki/Washington_Parish,_Louisiana"
2829,Hampshire,West Virginia,"$17,734","$27,766","$45,831","23,746","10,570","https://en.wikipedia.org/wiki/Hampshire_County,_West_Virginia"
2830,Floyd,Kentucky,"$17,716","$30,476","$37,838","39,448","15,422","https://en.wikipedia.org/wiki/Floyd_County,_Kentucky"
2831,Wayne,Tennessee,"$17,706","$33,198","$44,653","16,996","6,093","https://en.wikipedia.org/wiki/Wayne_County,_Tennessee"
2832,Washington County,Missouri,"$17,703","$34,702","$41,108","25,135","9,199","https://en.wikipedia.org/wiki/Washington_County,_Missouri"
