Q108053	C3010
Q108077	C3006
Q108067	C3009
Q156358	C3007
Q156353	C3006
Q109651	C3003
Q156177	C3006
Q108058	C3003
Q156342	C3011
Q156340	C3003
Q156370	C3006
Q108117	C3008
Q156358	C3002
Q156346	C3001
Q108083	C3009
Q108127	C3009
Q108093	C3001
Q156188	C3009
Q156342	C3010
Q156366	C3008
Q271601	C3006
Q108106	C3006
Q108047	C3006
Q156374	C3007
C3004	P1629
Q109705	C3005
Q109709	C3001
Q107146	C3001
D1001	P279
Q108093	C3006
Q109670	C3008
Q156346	C3010
Q109670	C3009
Q108053	C3005
Q104994	C3002
Q104994	C3009
Q108072	C3009
Q108093	C3008
Q108503	C3009
Q109670	C3011
Q108499	C3006
Q108087	C3011
Q108072	C3011
Q156186	C3011
Q109661	C3002
C3002	P31
Q156346	C3005
Q156191	C3001
Q156188	C3008
Q108083	C3008
Q108127	C3008
Q109656	C3001
Q271609	C3009
Q108053	C3008
Q156366	C3006
Q271601	C3011
Q108047	C3001
Q109651	C3009
Q156358	C3003
Q108106	C3001
Q108117	C3006
Q109651	C3007
Q108058	C3007
Q108067	C3003
Q108117	C3010
Q156340	C3007
Q108122	C3011
Q196014	C3001
Q108058	C3005
Q109670	C3006
Q109686	C3003
Q108137	C3001
Q156374	C3003
Q108101	C3009
Q108503	C3007
C3011	P1629
Q156374	C3002
Q109709	C3009
Q108047	C3008
Q108131	C3001
Q108087	C3003
Q156346	C3008
Q109656	C3008
Q196014	C3003
Q156188	C3001
Q108499	C3010
Q109709	C3003
D1002	P31
Q109705	C3011
Q156346	C3011
C3001	P31
Q107146	C3003
C3002	P1629
Q109686	C3009
Q271915	C3003
Q156181	C3010
Q169952	C3010
Q156186	C3009
Q156358	C3009
Q109661	C3005
Q156181	C3011
Q108058	C3010
Q108067	C3007
Q156340	C3010
Q271613	C3009
Q109681	C3008
C3003	P31
Q271601	C3008
Q109651	C3002
Q109686	C3007
Q108122	C3002
Q109686	C3008
Q108083	C3011
